Gene_ID	Gene_Name	Cross-validated R2	Number of Neigbors	Weights	P	Population
ENSG00000256683.2	ZNF350	0.0297538401553429	13	distance	1	HIS
ENSG00000126822.11	PLEKHG3	0.0298444896787735	29	uniform	1	HIS
ENSG00000183576.8	SETD3	0.0298683068838933	31	uniform	3	HIS
ENSG00000105656.7	ELL	0.0298745858694067	11	uniform	1	HIS
ENSG00000131196.13	NFATC1	0.0298784286381275	25	distance	2	HIS
ENSG00000004766.11	CCDC132	0.0298982733941925	23	uniform	1	HIS
ENSG00000241837.2	ATP5O	0.029923285348605	15	distance	1	HIS
ENSG00000136270.9	TBRG4	0.0299437279177009	31	distance	3	HIS
ENSG00000122483.13	CCDC18	0.0299773865840549	17	distance	1	HIS
ENSG00000114812.8	VIPR1	0.0300558553719326	21	distance	3	HIS
ENSG00000163875.11	MEAF6	0.0300576527822033	29	distance	1	HIS
ENSG00000198015.8	MRPL42	0.0300623385220999	29	distance	1	HIS
ENSG00000151500.10	THYN1	0.0301089171549978	25	distance	2	HIS
ENSG00000135047.10	CTSL	0.030111278165963	15	distance	1	HIS
ENSG00000134247.9	PTGFRN	0.030185743235383	29	distance	3	HIS
ENSG00000204438.6	GPANK1	0.0301879114993008	15	uniform	2	HIS
ENSG00000140932.5	CMTM2	0.0301948371485957	19	distance	3	HIS
ENSG00000123268.4	ATF1	0.030246693587436	31	uniform	2	HIS
ENSG00000035141.3	FAM136A	0.0302907740107669	25	uniform	3	HIS
ENSG00000184271.11	POU6F1	0.030446904433513	21	uniform	3	HIS
ENSG00000151876.8	FBXO4	0.0304636804859721	31	uniform	1	HIS
ENSG00000083845.4	RPS5	0.030464974281191	23	distance	1	HIS
ENSG00000114026.17	OGG1	0.0305096451409846	31	uniform	3	HIS
ENSG00000166024.9	R3HCC1L	0.0305224078513071	21	distance	2	HIS
ENSG00000079215.9	SLC1A3	0.0305285116622282	29	distance	2	HIS
ENSG00000116497.13	S100PBP	0.0305679288688877	29	uniform	1	HIS
ENSG00000164136.12	IL15	0.0305735946448913	31	distance	1	HIS
ENSG00000096433.6	ITPR3	0.0305892560049757	15	distance	2	HIS
ENSG00000113441.11	LNPEP	0.0306342814091405	31	uniform	2	HIS
ENSG00000065154.7	OAT	0.0306593539816977	17	distance	3	HIS
ENSG00000197766.3	CFD	0.0307509965810681	29	uniform	3	HIS
ENSG00000115539.9	PDCL3	0.0307872246699181	29	uniform	3	HIS
ENSG00000203667.5	COX20	0.0308082373550541	17	distance	3	HIS
ENSG00000169180.7	XPO6	0.0308160568847056	27	distance	1	HIS
ENSG00000179598.5	PLD6	0.0309019313997712	15	distance	1	HIS
ENSG00000176022.3	B3GALT6	0.0309191133159719	13	uniform	1	HIS
ENSG00000073578.12	SDHA	0.0309702786929819	25	uniform	1	HIS
ENSG00000163728.6	TTC14	0.0309741641303318	31	distance	2	HIS
ENSG00000143457.6	GOLPH3L	0.0310302195786624	31	distance	3	HIS
ENSG00000184220.6	CMSS1	0.0310578421722645	27	uniform	1	HIS
ENSG00000214046.4	SMIM7	0.0312292495725679	17	distance	1	HIS
ENSG00000184221.8	OLIG1	0.0312832034396351	21	distance	3	HIS
ENSG00000138617.10	PARP16	0.0313673570632966	27	distance	1	HIS
ENSG00000132965.5	ALOX5AP	0.0313915621483041	29	distance	1	HIS
ENSG00000171291.4	ZNF439	0.0313994541569935	29	uniform	3	HIS
ENSG00000129083.8	COPB1	0.0314039125506629	27	uniform	1	HIS
ENSG00000108296.6	CWC25	0.0314144418568921	31	distance	2	HIS
ENSG00000124532.10	MRS2	0.0314154887657116	31	distance	2	HIS
ENSG00000103275.14	UBE2I	0.0314168543794427	23	uniform	1	HIS
ENSG00000165475.9	CRYL1	0.0314364469511511	25	distance	1	HIS
ENSG00000178789.4	CD300LB	0.031477167551211	29	uniform	3	HIS
ENSG00000155287.6	SLC25A28	0.0315224939734232	27	uniform	3	HIS
ENSG00000185669.5	SNAI3	0.0315378797046894	23	distance	2	HIS
ENSG00000101294.12	HM13	0.0315432127233266	31	distance	2	HIS
ENSG00000089127.8	OAS1	0.0315434932501251	29	uniform	1	HIS
ENSG00000115944.10	COX7A2L	0.0315450067953667	13	uniform	3	HIS
ENSG00000140931.15	CMTM3	0.0315518035294213	21	distance	3	HIS
ENSG00000168538.11	TRAPPC11	0.0315728714673597	23	uniform	3	HIS
ENSG00000140391.10	TSPAN3	0.031618341812836	25	uniform	1	HIS
ENSG00000055950.12	MRPL43	0.0316544383908755	25	distance	2	HIS
ENSG00000133104.8	SPG20	0.0316587545189039	13	distance	3	HIS
ENSG00000137764.15	MAP2K5	0.031723248845408	31	uniform	1	HIS
ENSG00000198873.10	GRK5	0.0317957274355069	15	uniform	3	HIS
ENSG00000114423.14	CBLB	0.0318258053516018	31	uniform	3	HIS
ENSG00000125910.4	S1PR4	0.031826325405303	29	uniform	2	HIS
ENSG00000165934.8	CPSF2	0.0318603061253343	27	distance	2	HIS
ENSG00000111843.9	TMEM14C	0.0319261700161703	23	distance	1	HIS
ENSG00000136861.13	CDK5RAP2	0.0319591970161728	27	distance	1	HIS
ENSG00000118640.6	VAMP8	0.0319840685411163	31	distance	3	HIS
ENSG00000100028.7	SNRPD3	0.0320334617771503	19	uniform	2	HIS
ENSG00000095906.12	NUBP2	0.0320682666966623	17	distance	2	HIS
ENSG00000125753.9	VASP	0.032070916654217	27	uniform	3	HIS
ENSG00000179630.6	LACC1	0.0321046271666469	27	distance	2	HIS
ENSG00000134109.6	EDEM1	0.0321509304357428	31	uniform	1	HIS
ENSG00000104047.10	DTWD1	0.0322118891872852	31	distance	2	HIS
ENSG00000001036.8	FUCA2	0.0322127637845481	29	uniform	1	HIS
ENSG00000154188.5	ANGPT1	0.0322370339611266	29	uniform	2	HIS
ENSG00000114013.11	CD86	0.0322555038131858	19	uniform	3	HIS
ENSG00000104998.2	IL27RA	0.0322690025029288	13	distance	3	HIS
ENSG00000154978.8	VOPP1	0.0322691635281578	25	uniform	1	HIS
ENSG00000213722.4	DDAH2	0.0322827890023802	15	uniform	3	HIS
ENSG00000179943.6	FIZ1	0.0323943646102366	19	uniform	1	HIS
ENSG00000107521.14	HPS1	0.032510436278626	21	distance	2	HIS
ENSG00000133195.7	SLC39A11	0.032514077094007	27	distance	1	HIS
ENSG00000114446.4	IFT57	0.0327382272835139	31	uniform	2	HIS
ENSG00000103381.7	CPPED1	0.0327436958616122	29	distance	3	HIS
ENSG00000104974.6	LILRA1	0.0327958360281256	29	distance	2	HIS
ENSG00000065308.4	TRAM2	0.0328426388069636	27	distance	3	HIS
ENSG00000075131.5	TIPIN	0.0328442404395416	31	distance	1	HIS
ENSG00000182636.4	NDN	0.0328547314814445	31	uniform	3	HIS
ENSG00000136286.10	MYO1G	0.0328648613815717	31	uniform	2	HIS
ENSG00000164904.11	ALDH7A1	0.0328765760202129	21	distance	3	HIS
ENSG00000153823.14	PID1	0.0329477293812817	17	distance	3	HIS
ENSG00000188026.7	RILPL1	0.0329602465840807	29	distance	2	HIS
ENSG00000100418.7	DESI1	0.0330490547283498	23	distance	1	HIS
ENSG00000101224.13	CDC25B	0.0330664836552366	29	distance	1	HIS
ENSG00000159200.12	RCAN1	0.0330745213156361	21	distance	3	HIS
ENSG00000142541.12	RPL13A	0.0330876808372724	31	uniform	2	HIS
ENSG00000184470.15	TXNRD2	0.033127791474053	31	distance	1	HIS
ENSG00000155906.12	RMND1	0.0331325089386449	21	uniform	1	HIS
ENSG00000189067.8	LITAF	0.0331357914393426	11	distance	3	HIS
ENSG00000170027.5	YWHAG	0.0331554256399679	27	uniform	1	HIS
ENSG00000105048.12	TNNT1	0.0331668079971073	21	distance	1	HIS
ENSG00000112079.8	STK38	0.0331824276407124	25	distance	1	HIS
ENSG00000022840.11	RNF10	0.0331910838797094	27	distance	1	HIS
ENSG00000197903.6	HIST1H2BK	0.0332254880733005	7	uniform	1	HIS
ENSG00000170956.12	CEACAM3	0.0332397828537481	31	uniform	2	HIS
ENSG00000116005.7	PCYOX1	0.0332404413134993	13	distance	1	HIS
ENSG00000158477.6	CD1A	0.0332792019713566	17	uniform	2	HIS
ENSG00000204351.7	SKIV2L	0.0333298695874824	29	uniform	3	HIS
ENSG00000119865.4	CNRIP1	0.0333462080887445	21	distance	1	HIS
ENSG00000146281.5	PM20D2	0.0334653648445074	21	uniform	2	HIS
ENSG00000107438.4	PDLIM1	0.0335039808187052	29	distance	2	HIS
ENSG00000175221.10	MED16	0.0335176338010443	23	distance	2	HIS
ENSG00000137601.11	NEK1	0.0335831651265918	9	distance	2	HIS
ENSG00000120159.7	CAAP1	0.0336300943004177	19	distance	3	HIS
ENSG00000164494.7	PDSS2	0.0336476667781828	31	distance	2	HIS
ENSG00000135535.10	CD164	0.03365344500771	15	uniform	3	HIS
ENSG00000108784.5	NAGLU	0.033692142773488	31	uniform	1	HIS
ENSG00000177370.3	TIMM22	0.033707431500842	19	distance	3	HIS
ENSG00000044459.10	CNTLN	0.0337110612333963	27	distance	1	HIS
ENSG00000138036.14	DYNC2LI1	0.0337596704067571	29	uniform	1	HIS
ENSG00000137876.5	RSL24D1	0.0337624063427411	29	distance	3	HIS
ENSG00000180773.10	SLC36A4	0.0337849064092221	31	distance	1	HIS
ENSG00000113851.9	CRBN	0.0338020639181687	17	uniform	2	HIS
ENSG00000158604.10	TMED4	0.0338469612969528	21	distance	2	HIS
ENSG00000161395.8	PGAP3	0.0338842316811268	29	distance	3	HIS
ENSG00000103196.7	CRISPLD2	0.0339262628940501	25	distance	1	HIS
ENSG00000167981.4	ZNF597	0.0339431247659612	23	distance	2	HIS
ENSG00000164951.11	PDP1	0.0339620775208539	29	uniform	2	HIS
ENSG00000143153.7	ATP1B1	0.0340763533043453	11	distance	1	HIS
ENSG00000120733.9	KDM3B	0.0340906227425842	27	distance	3	HIS
ENSG00000165949.8	IFI27	0.0341360275079371	21	distance	2	HIS
ENSG00000164898.8	C7orf55	0.0342729558064949	31	distance	2	HIS
ENSG00000171316.7	CHD7	0.0343378043174866	21	uniform	3	HIS
ENSG00000157954.10	WIPI2	0.0344211693743348	13	distance	2	HIS
ENSG00000184209.14	SNRNP35	0.0344439141873629	27	distance	3	HIS
ENSG00000156030.8	ELMSAN1	0.0344620046539239	31	uniform	3	HIS
ENSG00000164403.10	SHROOM1	0.0344856514246784	11	distance	3	HIS
ENSG00000254415.3	SIGLEC14	0.0344949958218492	17	distance	1	HIS
ENSG00000204392.6	LSM2	0.0344997386229585	19	distance	1	HIS
ENSG00000176102.7	CSTF3	0.0345842069990393	31	uniform	2	HIS
ENSG00000164548.6	TRA2A	0.0346473128076868	27	distance	3	HIS
ENSG00000058600.11	POLR3E	0.0346504793493538	21	distance	3	HIS
ENSG00000110031.8	LPXN	0.0347600114469869	19	uniform	2	HIS
ENSG00000146757.9	ZNF92	0.0347969871118453	21	distance	3	HIS
ENSG00000142528.11	ZNF473	0.034824275020346	21	distance	1	HIS
ENSG00000166927.8	MS4A7	0.0348649277183117	23	uniform	1	HIS
ENSG00000121766.10	ZCCHC17	0.0348668877124883	31	distance	3	HIS
ENSG00000125122.10	LRRC29	0.0348734122943743	23	uniform	1	HIS
ENSG00000132906.13	CASP9	0.0348764593238604	29	uniform	1	HIS
ENSG00000115998.3	C2orf42	0.0348978015826717	21	distance	2	HIS
ENSG00000111181.8	SLC6A12	0.0349409357765027	29	distance	2	HIS
ENSG00000138794.5	CASP6	0.0349733931225782	23	uniform	2	HIS
ENSG00000130559.14	CAMSAP1	0.0349821859383883	29	distance	2	HIS
ENSG00000134419.11	RPS15A	0.0349858247426385	31	distance	3	HIS
ENSG00000151366.8	NDUFC2	0.0350346260247243	31	distance	3	HIS
ENSG00000054282.11	SDCCAG8	0.0350822807096135	25	uniform	2	HIS
ENSG00000184992.10	BRI3BP	0.035093390733959	31	distance	2	HIS
ENSG00000152642.6	GPD1L	0.0351393260122466	23	distance	2	HIS
ENSG00000140395.4	WDR61	0.0351652791977408	31	distance	3	HIS
ENSG00000149499.7	EML3	0.0352006097411322	31	distance	1	HIS
ENSG00000133812.10	SBF2	0.0352170478235708	27	uniform	3	HIS
ENSG00000100219.12	XBP1	0.0352536132569008	29	uniform	2	HIS
ENSG00000109743.6	BST1	0.0352953984480088	31	distance	2	HIS
ENSG00000185917.9	SETD4	0.0353328829077406	31	uniform	1	HIS
ENSG00000135046.9	ANXA1	0.0354042197113332	21	distance	1	HIS
ENSG00000178761.10	FAM219B	0.0355344692090532	17	distance	2	HIS
ENSG00000101190.8	TCFL5	0.0356169155415625	29	distance	2	HIS
ENSG00000164897.8	TMUB1	0.0356182259086159	23	distance	2	HIS
ENSG00000092621.7	PHGDH	0.0356293196925751	23	distance	1	HIS
ENSG00000181029.7	TRAPPC5	0.0356427156838609	25	distance	3	HIS
ENSG00000165140.5	FBP1	0.0357460543579456	29	distance	1	HIS
ENSG00000182578.9	CSF1R	0.035776424332132	31	uniform	1	HIS
ENSG00000109062.5	SLC9A3R1	0.035813021749843	31	uniform	2	HIS
ENSG00000101773.12	RBBP8	0.0358404984978505	29	uniform	1	HIS
ENSG00000139055.2	ERP27	0.0358585332499399	29	distance	2	HIS
ENSG00000137713.11	PPP2R1B	0.0359338854049095	23	uniform	2	HIS
ENSG00000170837.2	GPR27	0.035966744124185	13	uniform	1	HIS
ENSG00000168546.6	GFRA2	0.0359771298259083	29	distance	1	HIS
ENSG00000114388.8	NPRL2	0.0359980127268734	29	uniform	2	HIS
ENSG00000110536.9	PTPMT1	0.0360442081400989	19	uniform	3	HIS
ENSG00000135842.12	FAM129A	0.0360553572365116	31	distance	2	HIS
ENSG00000103226.13	NOMO3	0.0360723683671681	17	uniform	2	HIS
ENSG00000065600.8	TMEM206	0.0360901644474144	31	uniform	2	HIS
ENSG00000121486.7	TRMT1L	0.036107261793526	15	distance	3	HIS
ENSG00000189144.9	ZNF573	0.0361391978768995	29	uniform	3	HIS
ENSG00000154930.10	ACSS1	0.036148923047231	15	uniform	3	HIS
ENSG00000158234.8	FAIM	0.0361810119844879	25	uniform	2	HIS
ENSG00000100373.5	UPK3A	0.0362702552615078	31	distance	1	HIS
ENSG00000258818.2	RNASE4	0.0362814552469811	23	uniform	1	HIS
ENSG00000249915.3	PDCD6	0.0363044221307653	21	distance	3	HIS
ENSG00000120896.9	SORBS3	0.0363247831124863	27	uniform	3	HIS
ENSG00000175782.8	SLC35E3	0.0363609887987501	29	uniform	3	HIS
ENSG00000162813.13	BPNT1	0.0364472738766943	21	distance	3	HIS
ENSG00000155438.7	MKI67IP	0.0364506825554054	29	uniform	1	HIS
ENSG00000146109.3	ABT1	0.0364645476624311	29	distance	1	HIS
ENSG00000177981.6	ASB8	0.0365564539529109	17	distance	3	HIS
ENSG00000243725.2	TTC4	0.0366694334441994	11	distance	1	HIS
ENSG00000106049.3	HIBADH	0.0366890343067086	31	distance	1	HIS
ENSG00000108433.11	GOSR2	0.0367167852000992	21	uniform	3	HIS
ENSG00000059769.15	DNAJC25	0.0367341844752096	21	uniform	3	HIS
ENSG00000133665.8	DYDC2	0.0367438235601865	19	distance	1	HIS
ENSG00000198642.5	KLHL9	0.0367815594028003	31	distance	1	HIS
ENSG00000136514.2	RTP4	0.0368072826665079	19	distance	3	HIS
ENSG00000163576.13	EFHB	0.0369228705038082	27	uniform	1	HIS
ENSG00000154237.8	LRRK1	0.0369419282372851	21	distance	3	HIS
ENSG00000196562.10	SULF2	0.0369511041176987	29	uniform	1	HIS
ENSG00000140299.7	BNIP2	0.0370016159639589	29	uniform	1	HIS
ENSG00000178573.6	MAF	0.0370040157571382	31	uniform	1	HIS
ENSG00000111300.5	NAA25	0.0370083031837102	31	distance	3	HIS
ENSG00000168803.10	ADAL	0.0370137426899261	27	uniform	1	HIS
ENSG00000163104.13	SMARCAD1	0.0370211019438224	25	uniform	1	HIS
ENSG00000040933.10	INPP4A	0.0370998461509146	29	uniform	1	HIS
ENSG00000101442.8	ACTR5	0.0371131400045813	27	uniform	2	HIS
ENSG00000115839.13	RAB3GAP1	0.0371228833199426	17	distance	1	HIS
ENSG00000140090.13	SLC24A4	0.037197180144578	31	distance	2	HIS
ENSG00000152061.17	RABGAP1L	0.0372341347417044	31	distance	1	HIS
ENSG00000165609.8	NUDT5	0.0372855893108615	17	uniform	3	HIS
ENSG00000196365.7	LONP1	0.0373825177969062	15	uniform	1	HIS
ENSG00000162927.9	PUS10	0.0373938653819528	31	uniform	2	HIS
ENSG00000108771.8	DHX58	0.0374193080013163	31	uniform	1	HIS
ENSG00000050748.12	MAPK9	0.0374491747300372	17	distance	2	HIS
ENSG00000077458.8	FAM76B	0.0375181676625205	29	distance	1	HIS
ENSG00000181852.13	RNF41	0.0375894365794422	27	distance	1	HIS
ENSG00000146386.7	ABRACL	0.0376416875826598	31	distance	2	HIS
ENSG00000108439.5	PNPO	0.0376901124826931	31	uniform	2	HIS
ENSG00000131495.4	NDUFA2	0.0377045738764961	31	distance	1	HIS
ENSG00000189350.8	FAM179A	0.0377204536455018	29	uniform	1	HIS
ENSG00000103876.7	FAH	0.0377578683611463	21	uniform	2	HIS
ENSG00000168806.6	LCMT2	0.0378408465044839	31	distance	2	HIS
ENSG00000004864.9	SLC25A13	0.0379541158124767	21	uniform	3	HIS
ENSG00000198682.8	PAPSS2	0.0379633207698885	31	uniform	1	HIS
ENSG00000162736.11	NCSTN	0.0380102032555078	27	distance	1	HIS
ENSG00000159110.15	IFNAR2	0.0380304579501193	21	distance	1	HIS
ENSG00000058091.12	CDK14	0.0382657704148161	31	uniform	1	HIS
ENSG00000186807.9	ANXA8L2	0.0382979809856367	15	distance	3	HIS
ENSG00000101361.10	NOP56	0.0383307442042556	27	distance	3	HIS
ENSG00000242498.3	C15orf38	0.0383484791115737	29	distance	2	HIS
ENSG00000137054.11	POLR1E	0.0384125794018248	29	distance	2	HIS
ENSG00000105393.11	BABAM1	0.0385175543125534	15	uniform	2	HIS
ENSG00000181135.11	ZNF707	0.0385306400357608	25	uniform	2	HIS
ENSG00000136104.13	RNASEH2B	0.0385909910353385	31	uniform	2	HIS
ENSG00000159596.6	TMEM69	0.0386696581670369	31	distance	2	HIS
ENSG00000158373.7	HIST1H2BD	0.0387513587389613	13	uniform	1	HIS
ENSG00000124541.6	RRP36	0.0387590165540967	15	distance	2	HIS
ENSG00000060762.14	MPC1	0.0388287194012518	23	distance	3	HIS
ENSG00000112667.8	DNPH1	0.0388352944172216	23	uniform	3	HIS
ENSG00000163389.6	POGLUT1	0.0388861165077345	7	distance	1	HIS
ENSG00000163545.7	NUAK2	0.0389510227579734	29	uniform	3	HIS
ENSG00000134222.12	PSRC1	0.0389921940483601	13	distance	3	HIS
ENSG00000069849.6	ATP1B3	0.0390201425084907	21	distance	3	HIS
ENSG00000100284.15	TOM1	0.0391588556450134	29	distance	3	HIS
ENSG00000133739.11	LRRCC1	0.0392243130078875	29	distance	3	HIS
ENSG00000167515.6	TRAPPC2L	0.0393222976653465	31	distance	2	HIS
ENSG00000137880.4	GCHFR	0.0393396752877895	13	distance	1	HIS
ENSG00000142892.10	PIGK	0.0393583263838539	13	distance	3	HIS
ENSG00000103051.14	COG4	0.0393816704888524	27	distance	3	HIS
ENSG00000174100.5	MRPL45	0.039477953674954	19	uniform	1	HIS
ENSG00000164880.11	INTS1	0.0394891100677977	21	uniform	2	HIS
ENSG00000013523.5	ANGEL1	0.0395030146539354	31	uniform	2	HIS
ENSG00000132141.9	CCT6B	0.0395229345180694	27	distance	1	HIS
ENSG00000172366.15	FAM195A	0.0396155200332178	31	distance	1	HIS
ENSG00000125779.16	PANK2	0.0396968547918568	29	distance	3	HIS
ENSG00000111801.11	BTN3A3	0.039760404102205	25	uniform	1	HIS
ENSG00000163803.8	PLB1	0.0397911724248175	9	uniform	3	HIS
ENSG00000231925.7	TAPBP	0.0398022505012355	25	distance	3	HIS
ENSG00000115919.10	KYNU	0.0398172109442994	19	uniform	3	HIS
ENSG00000181027.6	FKRP	0.0399920352666527	31	distance	3	HIS
ENSG00000168118.7	RAB4A	0.0400015291102437	25	distance	3	HIS
ENSG00000257103.4	LSM14A	0.0400134142618141	27	distance	1	HIS
ENSG00000135828.7	RNASEL	0.0400842324448892	7	distance	3	HIS
ENSG00000151458.7	ANKRD50	0.0401475974257196	31	uniform	1	HIS
ENSG00000177302.10	TOP3A	0.0401658608757751	29	distance	1	HIS
ENSG00000176714.9	CCDC121	0.0401728993356981	19	uniform	1	HIS
ENSG00000122218.10	COPA	0.040191882223006	17	uniform	1	HIS
ENSG00000102595.14	UGGT2	0.0402133645670905	31	distance	1	HIS
ENSG00000183718.4	TRIM52	0.0402349081211139	31	distance	2	HIS
ENSG00000089775.6	ZBTB25	0.0402391968463436	15	uniform	2	HIS
ENSG00000124191.12	TOX2	0.0405275446674095	31	distance	3	HIS
ENSG00000082701.10	GSK3B	0.0405570610640984	29	distance	3	HIS
ENSG00000178623.7	GPR35	0.0405790539248686	11	distance	3	HIS
ENSG00000030110.8	BAK1	0.0406119823611426	31	distance	3	HIS
ENSG00000164823.5	OSGIN2	0.0406742160280407	19	distance	1	HIS
ENSG00000140307.6	GTF2A2	0.0406747404958265	29	uniform	1	HIS
ENSG00000177000.6	MTHFR	0.040727292362728	23	distance	2	HIS
ENSG00000148803.7	FUOM	0.0407768918077969	17	distance	2	HIS
ENSG00000010270.9	STARD3NL	0.0408860635434703	25	uniform	3	HIS
ENSG00000241878.5	PISD	0.0409343760158619	29	distance	1	HIS
ENSG00000179144.4	GIMAP7	0.0409746045021091	31	uniform	3	HIS
ENSG00000063854.8	HAGH	0.0409758641676926	31	uniform	1	HIS
ENSG00000124813.16	RUNX2	0.0410457130281762	31	distance	3	HIS
ENSG00000196428.7	TSC22D2	0.0411163331953178	25	distance	1	HIS
ENSG00000107959.11	PITRM1	0.0412024639839478	23	distance	3	HIS
ENSG00000156113.16	KCNMA1	0.0412106156398249	31	uniform	3	HIS
ENSG00000196693.10	ZNF33B	0.0412256422423872	25	uniform	1	HIS
ENSG00000035681.3	NSMAF	0.0412326918526307	25	distance	2	HIS
ENSG00000136908.13	DPM2	0.0413320150462402	31	uniform	1	HIS
ENSG00000172123.8	SLFN12	0.0414066949523537	27	uniform	1	HIS
ENSG00000087077.7	TRIP6	0.0414106335392321	27	distance	2	HIS
ENSG00000137218.6	FRS3	0.0414475332838029	31	uniform	1	HIS
ENSG00000177556.7	ATOX1	0.0414594393830253	27	uniform	2	HIS
ENSG00000176390.10	CRLF3	0.0414830768490318	29	distance	1	HIS
ENSG00000011198.3	ABHD5	0.0415646870082196	29	uniform	2	HIS
ENSG00000162444.11	RBP7	0.0416258581862216	17	distance	1	HIS
ENSG00000137364.4	TPMT	0.0416395547887947	9	distance	2	HIS
ENSG00000205593.6	DENND6B	0.0416791376112756	15	distance	2	HIS
ENSG00000099250.12	NRP1	0.0418621898987568	27	distance	3	HIS
ENSG00000103111.10	MON1B	0.0419380273696043	31	uniform	1	HIS
ENSG00000116977.14	LGALS8	0.0419443382755668	29	distance	3	HIS
ENSG00000173890.12	GPR160	0.0419819533545196	21	distance	1	HIS
ENSG00000138172.6	CALHM2	0.0420107229273936	9	uniform	3	HIS
ENSG00000197930.8	ERO1L	0.0420384336758672	19	distance	3	HIS
ENSG00000125743.6	SNRPD2	0.0420734039503433	19	distance	3	HIS
ENSG00000145425.5	RPS3A	0.0421897309826771	31	uniform	1	HIS
ENSG00000186522.10	SEPT10	0.0421979894911961	31	distance	2	HIS
ENSG00000138382.9	METTL5	0.042212999381496	29	distance	1	HIS
ENSG00000178163.3	ZNF518B	0.0422527142235149	31	uniform	1	HIS
ENSG00000107798.13	LIPA	0.0424444952596273	11	distance	3	HIS
ENSG00000159884.7	CCDC107	0.0424695561427069	29	distance	1	HIS
ENSG00000143315.5	PIGM	0.0426019249195724	17	distance	1	HIS
ENSG00000152784.11	PRDM8	0.0427102372878255	13	distance	1	HIS
ENSG00000089022.9	MAPKAPK5	0.0427345665761434	27	uniform	1	HIS
ENSG00000138600.5	SPPL2A	0.0427357008521296	17	distance	3	HIS
ENSG00000134825.9	TMEM258	0.0428445422743736	27	uniform	2	HIS
ENSG00000169902.9	TPST1	0.0428541106261152	31	distance	2	HIS
ENSG00000106330.7	MOSPD3	0.0428987285280464	13	distance	1	HIS
ENSG00000143382.9	ADAMTSL4	0.0429112967970689	17	uniform	1	HIS
ENSG00000186205.8	MARC1	0.0429413432231795	31	distance	1	HIS
ENSG00000119537.11	KDSR	0.0430026080848141	31	distance	2	HIS
ENSG00000069966.14	GNB5	0.0430947223469265	31	distance	3	HIS
ENSG00000073331.13	ALPK1	0.0431776273036392	31	uniform	1	HIS
ENSG00000100422.9	CERK	0.0432027974789787	29	uniform	2	HIS
ENSG00000163840.5	DTX3L	0.0432547569814705	29	distance	2	HIS
ENSG00000070610.10	GBA2	0.0432759503799208	27	uniform	1	HIS
ENSG00000112763.11	BTN2A1	0.0432864653292045	27	distance	1	HIS
ENSG00000163785.8	RYK	0.0433546565835516	31	uniform	1	HIS
ENSG00000112249.9	ASCC3	0.0433957022448792	23	uniform	1	HIS
ENSG00000204217.8	BMPR2	0.0434220078679982	29	distance	1	HIS
ENSG00000166394.10	CYB5R2	0.0434404800250014	31	distance	3	HIS
ENSG00000101017.9	CD40	0.0434716823903262	31	uniform	3	HIS
ENSG00000092036.12	HAUS4	0.0435147220811962	27	uniform	1	HIS
ENSG00000171643.9	S100Z	0.0436138978867832	23	uniform	1	HIS
ENSG00000085871.4	MGST2	0.0436482407095434	21	uniform	2	HIS
ENSG00000108272.9	DHRS11	0.0437189905503764	7	distance	3	HIS
ENSG00000069248.8	NUP133	0.0438455534325162	25	uniform	1	HIS
ENSG00000145703.11	IQGAP2	0.0438659834976139	31	distance	3	HIS
ENSG00000172159.11	FRMD3	0.0438856668252837	11	uniform	2	HIS
ENSG00000162076.8	FLYWCH2	0.0439214047361543	25	uniform	1	HIS
ENSG00000144283.17	PKP4	0.0439363217730971	29	distance	2	HIS
ENSG00000111331.8	OAS3	0.0440971737581285	17	uniform	3	HIS
ENSG00000258227.2	CLEC5A	0.0442097104668831	31	uniform	2	HIS
ENSG00000221838.5	AP4M1	0.0442654405354717	31	distance	3	HIS
ENSG00000100097.7	LGALS1	0.0442746545186989	17	distance	1	HIS
ENSG00000150756.9	FAM173B	0.0442864508759191	29	distance	3	HIS
ENSG00000196139.7	AKR1C3	0.0443189155606687	15	uniform	2	HIS
ENSG00000178718.5	RPP25	0.0443760132013404	9	uniform	3	HIS
ENSG00000186908.10	ZDHHC17	0.0443783187027092	21	distance	3	HIS
ENSG00000185339.4	TCN2	0.0443997516858536	27	distance	3	HIS
ENSG00000166145.10	SPINT1	0.0444398906400199	15	distance	1	HIS
ENSG00000106780.7	MEGF9	0.0444891749921064	31	uniform	1	HIS
ENSG00000170873.14	MTSS1	0.0445481042681584	29	distance	1	HIS
ENSG00000158717.6	RNF166	0.0445688682248784	23	uniform	3	HIS
ENSG00000175634.10	RPS6KB2	0.0446000163922236	27	uniform	2	HIS
ENSG00000174796.8	THAP6	0.0446284046538638	31	distance	2	HIS
ENSG00000150776.13	C11orf57	0.0446746090389903	27	uniform	2	HIS
ENSG00000115904.8	SOS1	0.0447495135492264	11	distance	1	HIS
ENSG00000055163.14	CYFIP2	0.0447959699961723	23	distance	3	HIS
ENSG00000109171.10	SLAIN2	0.0448020026229701	27	distance	3	HIS
ENSG00000242110.3	AMACR	0.0448758625079914	27	distance	1	HIS
ENSG00000162623.10	TYW3	0.0453291082582321	19	distance	3	HIS
ENSG00000167522.10	ANKRD11	0.0453531711800109	21	uniform	3	HIS
ENSG00000102710.15	SUPT20H	0.0453646893240938	17	distance	2	HIS
ENSG00000110104.7	CCDC86	0.0453898237602005	29	uniform	3	HIS
