Gene_ID	Gene_Name	Cross-validated R2	RF Trees	Population
ENSG00000004468.7	CD38	-0.0621550039368969	50	HIS
ENSG00000126461.10	SCAF1	-0.062143787383877	350	HIS
ENSG00000254986.3	DPP3	-0.0621346914882108	350	HIS
ENSG00000047410.8	TPR	-0.0621199666234716	400	HIS
ENSG00000148019.8	CEP78	-0.0621133518315858	450	HIS
ENSG00000122986.9	HVCN1	-0.0620792411117076	200	HIS
ENSG00000134375.6	TIMM17A	-0.0620779897693074	50	HIS
ENSG00000215717.4	TMEM167B	-0.0620751124550874	350	HIS
ENSG00000105738.6	SIPA1L3	-0.0620590153409137	100	HIS
ENSG00000189043.5	NDUFA4	-0.0620546370357509	250	HIS
ENSG00000113369.4	ARRDC3	-0.06202245825218	150	HIS
ENSG00000061794.8	MRPS35	-0.062013029788217	100	HIS
ENSG00000138297.9	TIMM23	-0.0620125381130204	100	HIS
ENSG00000116871.11	MAP7D1	-0.0620062747630257	400	HIS
ENSG00000170852.6	KBTBD2	-0.0620017741414441	250	HIS
ENSG00000135624.11	CCT7	-0.0619952843677596	400	HIS
ENSG00000023330.10	ALAS1	-0.0619901486157198	100	HIS
ENSG00000077235.13	GTF3C1	-0.0619865049827145	50	HIS
ENSG00000171163.11	ZNF692	-0.0619826141401472	400	HIS
ENSG00000182175.9	RGMA	-0.0619679862596773	500	HIS
ENSG00000103429.6	BFAR	-0.0619620709272112	150	HIS
ENSG00000213799.6	ZNF845	-0.0619126589460391	450	HIS
ENSG00000103266.5	STUB1	-0.0619081256297373	450	HIS
ENSG00000168710.13	AHCYL1	-0.0619027756206148	500	HIS
ENSG00000158711.9	ELK4	-0.0618919472718099	100	HIS
ENSG00000119953.7	SMNDC1	-0.0618760499281764	350	HIS
ENSG00000186625.9	KATNA1	-0.0618569615193286	500	HIS
ENSG00000028839.5	TBPL1	-0.0618452136577354	100	HIS
ENSG00000104343.15	UBE2W	-0.0617969199969245	350	HIS
ENSG00000258659.2	TRIM34	-0.0617941862097969	400	HIS
ENSG00000108788.7	MLX	-0.0617637421161344	450	HIS
ENSG00000114383.5	TUSC2	-0.0617627288510187	200	HIS
ENSG00000127054.14	CPSF3L	-0.061750839500455	500	HIS
ENSG00000213339.4	QTRT1	-0.0617274121640436	50	HIS
ENSG00000144668.7	ITGA9	-0.061717299777666	500	HIS
ENSG00000139531.8	SUOX	-0.0616871768892342	500	HIS
ENSG00000243811.2	APOBEC3D	-0.0616824026560364	300	HIS
ENSG00000121064.8	SCPEP1	-0.0616715025488273	500	HIS
ENSG00000182568.12	SATB1	-0.0616689938330854	500	HIS
ENSG00000164347.13	GFM2	-0.0616562807309204	500	HIS
ENSG00000162482.4	AKR7A3	-0.0616547427726099	250	HIS
ENSG00000108239.8	TBC1D12	-0.0616526230563488	100	HIS
ENSG00000010244.12	ZNF207	-0.061649757043689	500	HIS
ENSG00000180138.6	CSNK1A1L	-0.0616461115053054	100	HIS
ENSG00000205323.4	SARNP	-0.0616306842870129	450	HIS
ENSG00000100908.9	EMC9	-0.0616185236889319	200	HIS
ENSG00000170381.8	SEMA3E	-0.0615309162893175	500	HIS
ENSG00000120088.10	CRHR1	-0.0615246014528737	500	HIS
ENSG00000213463.3	SYNJ2BP	-0.0615087889677484	350	HIS
ENSG00000197872.7	FAM49A	-0.0614911773170342	100	HIS
ENSG00000104884.10	ERCC2	-0.0614622636209454	200	HIS
ENSG00000129480.8	DTD2	-0.0614520993460733	300	HIS
ENSG00000196704.7	AMZ2	-0.0614483908026064	300	HIS
ENSG00000116514.12	RNF19B	-0.0614357667523151	300	HIS
ENSG00000161551.8	ZNF577	-0.0614333668996848	50	HIS
ENSG00000089091.11	DZANK1	-0.0614190927752104	400	HIS
ENSG00000104951.11	IL4I1	-0.0613911029529843	200	HIS
ENSG00000160949.12	TONSL	-0.0613810527165704	100	HIS
ENSG00000054219.9	LY75	-0.0613581265320546	450	HIS
ENSG00000130522.4	JUND	-0.0613487502517568	450	HIS
ENSG00000076242.10	MLH1	-0.0612979626124547	150	HIS
ENSG00000106701.7	FSD1L	-0.0612553513228187	200	HIS
ENSG00000158481.8	CD1C	-0.0612295695466498	450	HIS
ENSG00000198342.5	ZNF442	-0.0612204518303494	200	HIS
ENSG00000116199.7	FAM20B	-0.0612134042926721	100	HIS
ENSG00000151611.9	MMAA	-0.0611994642331174	350	HIS
ENSG00000024862.12	CCDC28A	-0.0611875419522998	150	HIS
ENSG00000169155.5	ZBTB43	-0.0611584850750876	200	HIS
ENSG00000171132.9	PRKCE	-0.0611455076661264	300	HIS
ENSG00000120925.9	RNF170	-0.0611442060012402	200	HIS
ENSG00000171604.7	CXXC5	-0.0611434642439583	350	HIS
ENSG00000198824.4	CHAMP1	-0.0611396331079583	500	HIS
ENSG00000166337.5	TAF10	-0.0611153335127705	50	HIS
ENSG00000131759.13	RARA	-0.0611015288871479	200	HIS
ENSG00000101452.10	DHX35	-0.0610774429750859	200	HIS
ENSG00000086300.11	SNX10	-0.0610587110585064	500	HIS
ENSG00000101109.7	STK4	-0.061053866680955	150	HIS
ENSG00000213096.5	ZNF254	-0.0610434536505048	500	HIS
ENSG00000159792.5	PSKH1	-0.0610330094374556	450	HIS
ENSG00000177225.12	PDDC1	-0.0610240989041437	350	HIS
ENSG00000120616.11	EPC1	-0.061022465035854	500	HIS
ENSG00000240303.3	ACAD11	-0.0610155660815078	500	HIS
ENSG00000170315.9	UBB	-0.0610140804045481	450	HIS
ENSG00000084733.6	RAB10	-0.0609913733788277	150	HIS
ENSG00000185624.10	P4HB	-0.0609878050305533	100	HIS
ENSG00000129351.13	ILF3	-0.0609689507401836	100	HIS
ENSG00000204922.4	C11orf83	-0.0609633117410297	400	HIS
ENSG00000183287.9	CCBE1	-0.0609612743034722	200	HIS
ENSG00000145414.4	NAF1	-0.0609593687384112	400	HIS
ENSG00000058673.11	ZC3H11A	-0.0609561153308126	250	HIS
ENSG00000132024.13	CC2D1A	-0.060930781446107	300	HIS
ENSG00000116752.5	BCAS2	-0.0609204451517443	400	HIS
ENSG00000196659.8	TTC30B	-0.0609065742065695	250	HIS
ENSG00000171587.10	DSCAM	-0.0609025128588752	300	HIS
ENSG00000172336.4	POP7	-0.0609019816918273	500	HIS
ENSG00000076108.7	BAZ2A	-0.0608961148123157	500	HIS
ENSG00000151883.12	PARP8	-0.0608873223994749	450	HIS
ENSG00000139668.7	WDFY2	-0.0608543658647782	400	HIS
ENSG00000166441.8	RPL27A	-0.0608533842571079	500	HIS
ENSG00000110171.14	TRIM3	-0.0608532281929973	350	HIS
ENSG00000158321.11	AUTS2	-0.0608153041893121	400	HIS
ENSG00000221900.4	POM121L12	-0.060810963290094	250	HIS
ENSG00000104856.9	RELB	-0.060809818750794	500	HIS
ENSG00000182544.8	MFSD5	-0.0608002288102367	100	HIS
ENSG00000132004.8	FBXW9	-0.0607865428219563	450	HIS
ENSG00000119866.16	BCL11A	-0.0607825327204579	350	HIS
ENSG00000118689.10	FOXO3	-0.0607689324881177	400	HIS
ENSG00000105355.4	PLIN3	-0.0607329740491833	200	HIS
ENSG00000136937.8	NCBP1	-0.0607216156176067	350	HIS
ENSG00000111786.4	SRSF9	-0.0607207414242317	500	HIS
ENSG00000107341.4	UBE2R2	-0.0607176398814512	250	HIS
ENSG00000181751.5	C5orf30	-0.0607129036284549	50	HIS
ENSG00000143742.8	SRP9	-0.0606813976960158	150	HIS
ENSG00000126602.6	TRAP1	-0.0606746582304262	450	HIS
ENSG00000175376.4	EIF1AD	-0.0606716636509178	250	HIS
ENSG00000129116.13	PALLD	-0.0606651304677486	500	HIS
ENSG00000164197.7	RNF180	-0.0606448656791451	400	HIS
ENSG00000187097.8	ENTPD5	-0.060555329594251	50	HIS
ENSG00000258890.2	CEP95	-0.0605284232093715	300	HIS
ENSG00000163218.10	PGLYRP4	-0.0605121238713423	500	HIS
ENSG00000196642.10	RABL6	-0.0605114410427941	200	HIS
ENSG00000130734.5	ATG4D	-0.0605086788731429	450	HIS
ENSG00000154127.5	UBASH3B	-0.0605052522296861	400	HIS
ENSG00000172893.11	DHCR7	-0.0605041894510165	450	HIS
ENSG00000105223.14	PLD3	-0.0604886678989595	150	HIS
ENSG00000010818.4	HIVEP2	-0.0604659190667214	200	HIS
ENSG00000183117.13	CSMD1	-0.0604569228445989	500	HIS
ENSG00000172183.10	ISG20	-0.0604304805339515	400	HIS
ENSG00000171443.6	ZNF524	-0.0604302891600028	100	HIS
ENSG00000186047.9	DLEU7	-0.0603808000504472	500	HIS
ENSG00000107443.11	CCNJ	-0.0603589904464716	500	HIS
ENSG00000105618.9	PRPF31	-0.0603361768517658	150	HIS
ENSG00000204569.5	PPP1R10	-0.0603277199672408	400	HIS
ENSG00000131374.10	TBC1D5	-0.060322490477612	500	HIS
ENSG00000168010.6	ATG16L2	-0.060307726149591	500	HIS
ENSG00000099783.7	HNRNPM	-0.0603065722985991	500	HIS
ENSG00000184988.4	TMEM106A	-0.0603054240934961	250	HIS
ENSG00000115286.14	NDUFS7	-0.0602464499285493	300	HIS
ENSG00000105427.5	CNFN	-0.0602224343910821	300	HIS
ENSG00000108061.7	SHOC2	-0.0602126485475476	500	HIS
ENSG00000243696.3	MUSTN1	-0.0601942383905045	300	HIS
ENSG00000160752.10	FDPS	-0.0601490849068399	500	HIS
ENSG00000170855.3	TRIAP1	-0.0601472227811038	350	HIS
ENSG00000087302.4	C14orf166	-0.0601329144647227	350	HIS
ENSG00000006576.12	PHTF2	-0.0601327232321133	500	HIS
ENSG00000141349.4	G6PC3	-0.0601293104178835	450	HIS
ENSG00000100083.14	GGA1	-0.0601277893466634	350	HIS
ENSG00000119915.4	ELOVL3	-0.0601274157645357	300	HIS
ENSG00000143183.12	TMCO1	-0.0600870291099865	300	HIS
ENSG00000174111.8	SOCS7	-0.0600811342990297	200	HIS
ENSG00000128652.7	HOXD3	-0.0600775411644521	500	HIS
ENSG00000179837.6	RBM15B	-0.0600062182656396	400	HIS
ENSG00000123989.9	CHPF	-0.0599974459924073	350	HIS
ENSG00000116017.6	ARID3A	-0.0599947683998157	400	HIS
ENSG00000183734.4	ASCL2	-0.0599784121286293	450	HIS
ENSG00000173166.13	RAPH1	-0.0599668494560908	500	HIS
ENSG00000113070.6	HBEGF	-0.0599093652110807	500	HIS
ENSG00000144048.6	DUSP11	-0.0599072086488889	450	HIS
ENSG00000157851.12	DPYSL5	-0.0598792754642122	100	HIS
ENSG00000133641.13	C12orf29	-0.0598268431651258	500	HIS
ENSG00000011028.9	MRC2	-0.0597918736461483	400	HIS
ENSG00000143458.7	GABPB2	-0.0597575971986527	500	HIS
ENSG00000137776.12	SLTM	-0.0597558727437954	400	HIS
ENSG00000087087.14	SRRT	-0.0597469303281694	400	HIS
ENSG00000198018.6	ENTPD7	-0.0597218739111001	500	HIS
ENSG00000048052.16	HDAC9	-0.0597104333791507	200	HIS
ENSG00000167118.6	URM1	-0.0597086089151244	500	HIS
ENSG00000189298.9	ZKSCAN3	-0.0597007908602769	300	HIS
ENSG00000206560.6	ANKRD28	-0.0596797750176993	300	HIS
ENSG00000163170.7	BOLA3	-0.0596770437743519	400	HIS
ENSG00000136826.10	KLF4	-0.0596563012515928	250	HIS
ENSG00000170348.4	TMED10	-0.0596272037232257	250	HIS
ENSG00000177283.4	FZD8	-0.0595725964565873	200	HIS
ENSG00000128272.10	ATF4	-0.0595718365598946	400	HIS
ENSG00000130707.13	ASS1	-0.0595628934257721	500	HIS
ENSG00000121406.4	ZNF549	-0.0594887551589966	300	HIS
ENSG00000160991.10	ORAI2	-0.0594887105717927	300	HIS
ENSG00000057757.5	PITHD1	-0.0594764124157271	450	HIS
ENSG00000177807.6	KCNJ10	-0.0594649408377409	500	HIS
ENSG00000111641.6	NOP2	-0.0594521087728085	450	HIS
ENSG00000123352.13	SPATS2	-0.0593602929746763	450	HIS
ENSG00000162894.7	FAIM3	-0.0593332482925494	500	HIS
ENSG00000127445.9	PIN1	-0.0593305039466407	500	HIS
ENSG00000122859.4	NEUROG3	-0.0593253551217305	450	HIS
ENSG00000138326.14	RPS24	-0.0593195178254266	500	HIS
ENSG00000094916.9	CBX5	-0.0593184842771046	400	HIS
ENSG00000188295.10	ZNF669	-0.0593153861633559	500	HIS
ENSG00000028310.13	BRD9	-0.059305857836653	100	HIS
ENSG00000122025.10	FLT3	-0.0592846547413314	100	HIS
ENSG00000140396.8	NCOA2	-0.0592750105686373	300	HIS
ENSG00000123104.7	ITPR2	-0.059236109916856	400	HIS
ENSG00000117640.13	MTFR1L	-0.0592323565306839	150	HIS
ENSG00000005339.8	CREBBP	-0.059232255168753	500	HIS
ENSG00000131477.6	RAMP2	-0.0592275509381903	100	HIS
ENSG00000108984.9	MAP2K6	-0.0592236346484589	300	HIS
ENSG00000120162.9	MOB3B	-0.0592225745921125	300	HIS
ENSG00000181192.7	DHTKD1	-0.0592201334034843	100	HIS
ENSG00000144134.14	RABL2A	-0.0592184783596467	50	HIS
ENSG00000168631.7	DPCR1	-0.0592143388768386	150	HIS
ENSG00000171824.9	EXOSC10	-0.0592063438055185	50	HIS
ENSG00000164985.10	PSIP1	-0.0591762515876456	500	HIS
ENSG00000075618.13	FSCN1	-0.0591487650681762	50	HIS
ENSG00000102738.6	MRPS31	-0.0591262491056422	200	HIS
ENSG00000158552.8	ZFAND2B	-0.0591143834276166	350	HIS
ENSG00000151748.10	SAV1	-0.0590972644768932	500	HIS
ENSG00000083168.5	KAT6A	-0.0590673821741634	500	HIS
ENSG00000132423.6	COQ3	-0.0590493528610024	500	HIS
ENSG00000189376.7	C8orf76	-0.0590218387770698	200	HIS
ENSG00000205423.7	CNEP1R1	-0.0590139626936249	350	HIS
ENSG00000139613.7	SMARCC2	-0.059012220872582	450	HIS
ENSG00000176454.9	LPCAT4	-0.0590079494187945	500	HIS
ENSG00000171954.7	CYP4F22	-0.0589766458273636	400	HIS
ENSG00000165572.6	KBTBD6	-0.0589605693283797	200	HIS
ENSG00000115290.5	GRB14	-0.0589474082738433	500	HIS
ENSG00000172840.2	PDP2	-0.058931152984848	500	HIS
ENSG00000185189.11	NRBP2	-0.0588987905131865	450	HIS
ENSG00000185627.13	PSMD13	-0.058896310842044	250	HIS
ENSG00000141699.6	FAM134C	-0.0588914384034844	50	HIS
ENSG00000048471.9	SNX29	-0.0588807977370617	50	HIS
ENSG00000204176.8	SYT15	-0.0588604998094052	300	HIS
ENSG00000113712.12	CSNK1A1	-0.0588441566876132	250	HIS
ENSG00000107560.6	RAB11FIP2	-0.0588397931519433	50	HIS
ENSG00000198924.3	DCLRE1A	-0.0588382797953704	200	HIS
ENSG00000165271.12	NOL6	-0.0588373209691922	450	HIS
ENSG00000111424.6	VDR	-0.0588332611683391	400	HIS
ENSG00000143466.8	IKBKE	-0.0588304538689228	350	HIS
ENSG00000132207.13	SLX1A	-0.0588243976868771	350	HIS
ENSG00000130511.10	SSBP4	-0.0588159029700319	50	HIS
ENSG00000120705.8	ETF1	-0.0588132242000253	350	HIS
ENSG00000149346.10	SLX4IP	-0.0588103334231624	500	HIS
ENSG00000170525.14	PFKFB3	-0.0587704487708219	450	HIS
ENSG00000077152.5	UBE2T	-0.0587112216708363	100	HIS
ENSG00000198162.8	MAN1A2	-0.0586964630794351	500	HIS
ENSG00000108270.6	AATF	-0.0586783271116776	50	HIS
ENSG00000074855.6	ANO8	-0.0586523587692101	450	HIS
ENSG00000111348.4	ARHGDIB	-0.0586345107756459	150	HIS
ENSG00000140983.8	RHOT2	-0.0586237337867768	50	HIS
ENSG00000143889.10	HNRNPLL	-0.058599992281558	450	HIS
ENSG00000178691.6	SUZ12	-0.0585624909264182	450	HIS
ENSG00000169683.3	LRRC45	-0.0585528298932551	350	HIS
ENSG00000067596.6	DHX8	-0.0585434420096731	500	HIS
ENSG00000171700.9	RGS19	-0.0585361227111573	400	HIS
ENSG00000163884.3	KLF15	-0.0585298519443402	500	HIS
ENSG00000162441.7	LZIC	-0.0585214816115565	150	HIS
ENSG00000108511.8	HOXB6	-0.0585130023133513	50	HIS
ENSG00000176845.8	METRNL	-0.0585036714103472	400	HIS
ENSG00000149930.13	TAOK2	-0.0584883307769046	350	HIS
ENSG00000180318.3	ALX1	-0.0584600260778333	450	HIS
ENSG00000148843.9	PDCD11	-0.058450708811298	250	HIS
ENSG00000092978.6	GPATCH2	-0.0584456330073014	500	HIS
ENSG00000124228.10	DDX27	-0.0584247935399283	100	HIS
ENSG00000126581.8	BECN1	-0.0584189639523055	500	HIS
ENSG00000119285.6	HEATR1	-0.0584104439388386	500	HIS
ENSG00000095370.15	SH2D3C	-0.0583712048049782	450	HIS
ENSG00000179364.9	PACS2	-0.058343680786681	500	HIS
ENSG00000184857.7	TMEM186	-0.058327060607757	500	HIS
ENSG00000084463.2	WBP11	-0.0583248061144006	400	HIS
ENSG00000135956.3	TMEM127	-0.0583083349031848	500	HIS
ENSG00000056586.11	RC3H2	-0.0582994188940601	150	HIS
ENSG00000106268.11	NUDT1	-0.0582658289962106	250	HIS
ENSG00000139496.11	NUPL1	-0.0582501800133606	500	HIS
ENSG00000177352.9	CCDC71	-0.0582437082489869	450	HIS
ENSG00000163159.7	VPS72	-0.0582239040606491	400	HIS
ENSG00000164815.6	ORC5	-0.0582194042533906	500	HIS
ENSG00000166482.7	MFAP4	-0.0581922355317456	150	HIS
ENSG00000166801.11	FAM111A	-0.058190392236228	100	HIS
ENSG00000110442.7	COMMD9	-0.0581825784732374	450	HIS
ENSG00000198853.7	RUSC2	-0.0581695773114304	500	HIS
ENSG00000213585.6	VDAC1	-0.0581682024344565	250	HIS
ENSG00000084693.11	AGBL5	-0.0581657118735972	500	HIS
ENSG00000162735.13	PEX19	-0.058109740830527	350	HIS
ENSG00000095139.9	ARCN1	-0.0580665565344285	500	HIS
ENSG00000155463.8	OXA1L	-0.0580515215879816	450	HIS
ENSG00000108039.13	XPNPEP1	-0.0580469433636809	450	HIS
ENSG00000223609.3	HBD	-0.0580282906368797	250	HIS
ENSG00000113231.9	PDE8B	-0.0580046395951873	450	HIS
ENSG00000134107.4	BHLHE40	-0.0579711712038682	350	HIS
ENSG00000169228.9	RAB24	-0.057952468091499	500	HIS
ENSG00000103353.11	UBFD1	-0.0579132940510487	450	HIS
ENSG00000197561.2	ELANE	-0.0578886063372892	300	HIS
ENSG00000172164.9	SNTB1	-0.0578842310313919	500	HIS
ENSG00000170832.8	USP32	-0.0578458919618975	200	HIS
ENSG00000167315.13	ACAA2	-0.0578195009179294	500	HIS
ENSG00000124508.12	BTN2A2	-0.0577983227971644	500	HIS
ENSG00000116095.5	PLEKHA3	-0.057796933670587	100	HIS
ENSG00000159496.10	RGL4	-0.0577878176021851	400	HIS
ENSG00000148308.13	GTF3C5	-0.0577738326278307	150	HIS
ENSG00000121879.3	PIK3CA	-0.0577737834739969	500	HIS
ENSG00000156515.16	HK1	-0.0577320579706096	250	HIS
ENSG00000147655.6	RSPO2	-0.0577315270618668	350	HIS
ENSG00000211455.3	STK38L	-0.0577183205218149	500	HIS
ENSG00000082068.4	WDR70	-0.0577144754611193	450	HIS
ENSG00000198829.4	SUCNR1	-0.0577096949845396	200	HIS
ENSG00000125971.12	DYNLRB1	-0.0576415405022948	400	HIS
ENSG00000214357.4	NEURL1B	-0.0576286853581403	100	HIS
ENSG00000187778.9	MCRS1	-0.057626702106985	450	HIS
ENSG00000000938.8	FGR	-0.0576145272739783	250	HIS
ENSG00000183508.4	FAM46C	-0.0575948562370419	450	HIS
ENSG00000146576.8	C7orf26	-0.0575928767633645	50	HIS
ENSG00000159423.12	ALDH4A1	-0.0575623167782449	450	HIS
ENSG00000140830.4	TXNL4B	-0.0575616105437495	500	HIS
ENSG00000132434.5	LANCL2	-0.0575501536366114	50	HIS
ENSG00000160208.11	RRP1B	-0.0575181178387252	500	HIS
ENSG00000168003.12	SLC3A2	-0.057501335785339	450	HIS
ENSG00000244045.5	TMEM199	-0.0574939370816272	150	HIS
ENSG00000033327.8	GAB2	-0.0574931722513854	350	HIS
ENSG00000177733.4	HNRNPA0	-0.0574687240008571	200	HIS
ENSG00000165671.14	NSD1	-0.0574499627519585	250	HIS
ENSG00000102796.6	DHRS12	-0.0574473620342481	300	HIS
ENSG00000129484.9	PARP2	-0.0574461632909361	450	HIS
ENSG00000143819.8	EPHX1	-0.0574364453563152	500	HIS
ENSG00000113384.9	GOLPH3	-0.0574240086832628	300	HIS
ENSG00000116954.7	RRAGC	-0.0574056105132013	200	HIS
ENSG00000090316.11	MAEA	-0.0573966815454337	300	HIS
ENSG00000160799.7	CCDC12	-0.0573929887088169	350	HIS
ENSG00000219481.6	NBPF1	-0.0573928670791813	350	HIS
ENSG00000103274.6	NUBP1	-0.0573728917059952	300	HIS
ENSG00000115271.6	GCA	-0.0573704695171408	350	HIS
ENSG00000083223.13	ZCCHC6	-0.0573635337644324	350	HIS
ENSG00000184602.5	SNN	-0.0573555199835719	50	HIS
ENSG00000175166.12	PSMD2	-0.0573498322136376	300	HIS
ENSG00000066455.8	GOLGA5	-0.0573193643095741	100	HIS
ENSG00000078369.13	GNB1	-0.0573184937960751	400	HIS
ENSG00000163510.9	CWC22	-0.057276705842738	500	HIS
ENSG00000038532.10	CLEC16A	-0.0572529462918236	500	HIS
ENSG00000197746.9	PSAP	-0.0572325926029931	450	HIS
ENSG00000124614.9	RPS10	-0.057226908756706	450	HIS
ENSG00000107371.8	EXOSC3	-0.0572110749693435	450	HIS
ENSG00000072121.11	ZFYVE26	-0.0572076594569278	300	HIS
ENSG00000159387.7	IRX6	-0.057202925587354	500	HIS
ENSG00000236027.2	PATE3	-0.0571977620055925	300	HIS
ENSG00000183155.4	RABIF	-0.0571906827320281	400	HIS
ENSG00000111679.12	PTPN6	-0.0571356476815391	450	HIS
ENSG00000196199.9	MPHOSPH8	-0.0571337331035805	500	HIS
ENSG00000144161.7	ZC3H8	-0.0570883693124567	150	HIS
ENSG00000158315.6	RHBDL2	-0.0570646954533162	250	HIS
ENSG00000168434.8	COG7	-0.0570387549073658	100	HIS
ENSG00000188124.2	OR2AG2	-0.0570282715135344	150	HIS
ENSG00000183607.5	GKN2	-0.057027900556591	250	HIS
ENSG00000115091.7	ACTR3	-0.0570271830590364	200	HIS
ENSG00000121989.10	ACVR2A	-0.0570093482511922	150	HIS
ENSG00000160013.4	PTGIR	-0.0569933577004869	450	HIS
ENSG00000079101.12	CLUL1	-0.0569561023448925	250	HIS
ENSG00000166925.4	TSC22D4	-0.0569499489673987	300	HIS
ENSG00000065615.8	CYB5R4	-0.0569475120001083	500	HIS
ENSG00000066697.10	MSANTD3	-0.0569195588352049	150	HIS
ENSG00000143222.7	UFC1	-0.0569182402326053	250	HIS
ENSG00000174238.10	PITPNA	-0.0568972113122483	500	HIS
ENSG00000164116.12	GUCY1A3	-0.0568547871664479	450	HIS
ENSG00000132471.7	WBP2	-0.0568454438429819	500	HIS
ENSG00000089597.12	GANAB	-0.0568393924310196	100	HIS
ENSG00000010810.12	FYN	-0.0568262968818552	300	HIS
ENSG00000156675.11	RAB11FIP1	-0.0568155467251556	500	HIS
ENSG00000175595.10	ERCC4	-0.0568052583629744	300	HIS
ENSG00000169871.8	TRIM56	-0.0567874711796926	400	HIS
ENSG00000121297.6	TSHZ3	-0.0567849615632512	500	HIS
ENSG00000249471.3	ZNF324B	-0.0567747793527939	500	HIS
ENSG00000167081.12	PBX3	-0.0567685402981452	450	HIS
ENSG00000104885.12	DOT1L	-0.0567367084382812	400	HIS
ENSG00000258484.3	SPESP1	-0.0567305331398754	350	HIS
ENSG00000198513.7	ATL1	-0.0567277635677332	250	HIS
ENSG00000105655.13	ISYNA1	-0.0567237897149909	100	HIS
ENSG00000171462.10	DLK2	-0.0567159432565555	500	HIS
ENSG00000086189.5	DIMT1	-0.0567146205244348	300	HIS
ENSG00000165458.9	INPPL1	-0.0567085834265038	400	HIS
ENSG00000109466.9	KLHL2	-0.0566960413965567	500	HIS
ENSG00000142751.10	GPN2	-0.0566956629526202	300	HIS
ENSG00000122406.8	RPL5	-0.0566531635449536	200	HIS
ENSG00000109511.6	ANXA10	-0.0566419959040725	300	HIS
ENSG00000137269.10	LRRC1	-0.0566267458887701	500	HIS
ENSG00000083290.15	ULK2	-0.0566021366157256	250	HIS
ENSG00000170145.4	SIK2	-0.0565752330851031	500	HIS
ENSG00000205021.9	CCL3L1	-0.0565743556136715	500	HIS
ENSG00000117643.10	MAN1C1	-0.0565634765406651	500	HIS
ENSG00000159261.6	CLDN14	-0.0565505758500956	350	HIS
ENSG00000141527.12	CARD14	-0.0565419175267202	250	HIS
ENSG00000126254.7	RBM42	-0.0565376645735605	500	HIS
ENSG00000148154.5	UGCG	-0.0565290849479352	500	HIS
ENSG00000172794.15	RAB37	-0.0565259170136294	250	HIS
ENSG00000131844.11	MCCC2	-0.0564913981150325	500	HIS
ENSG00000158122.7	AAED1	-0.0564837743444378	300	HIS
ENSG00000164751.10	PEX2	-0.0564755424732646	400	HIS
ENSG00000073910.15	FRY	-0.056473313430666	200	HIS
ENSG00000152242.6	C18orf25	-0.0564368542903528	300	HIS
ENSG00000145780.6	FEM1C	-0.0564073038499452	300	HIS
ENSG00000168779.15	SHOX2	-0.0564063692742869	250	HIS
ENSG00000197006.9	METTL9	-0.0563840838052859	450	HIS
ENSG00000130669.13	PAK4	-0.0563771328809344	150	HIS
ENSG00000063245.10	EPN1	-0.0563758634780614	150	HIS
ENSG00000179965.7	ZNF771	-0.0563397155426898	200	HIS
ENSG00000113119.8	TMCO6	-0.0563396735804162	500	HIS
ENSG00000170091.6	NSG2	-0.0563241024680949	250	HIS
ENSG00000106477.13	CEP41	-0.0563240752889982	200	HIS
ENSG00000140264.15	SERF2	-0.056320843589358	100	HIS
ENSG00000113595.10	TRIM23	-0.0562855251903862	500	HIS
ENSG00000120696.8	KBTBD7	-0.0562827133678661	500	HIS
ENSG00000188283.7	ZNF383	-0.0562621828929326	400	HIS
ENSG00000112893.5	MAN2A1	-0.0562550889473153	400	HIS
ENSG00000198556.9	ZNF789	-0.0562066477933117	500	HIS
ENSG00000135926.8	TMBIM1	-0.0561944271107073	350	HIS
ENSG00000163374.15	YY1AP1	-0.0561890557279614	500	HIS
ENSG00000184924.4	PTRHD1	-0.0561880649628434	350	HIS
ENSG00000126456.11	IRF3	-0.0561813108219544	300	HIS
ENSG00000225921.2	NOL7	-0.0561501061553669	450	HIS
ENSG00000151233.6	GXYLT1	-0.0561050291756072	450	HIS
ENSG00000164109.8	MAD2L1	-0.056086727246885	150	HIS
ENSG00000074054.13	CLASP1	-0.0560687761274583	450	HIS
ENSG00000152455.11	SUV39H2	-0.0560662932795794	350	HIS
ENSG00000143321.14	HDGF	-0.0560437230184777	400	HIS
ENSG00000122068.7	FYTTD1	-0.0560415831926576	500	HIS
ENSG00000103145.6	HCFC1R1	-0.0560397828047031	450	HIS
ENSG00000203724.6	C1orf53	-0.0560389774821165	250	HIS
ENSG00000100142.9	POLR2F	-0.0560369984757308	450	HIS
ENSG00000160803.6	UBQLN4	-0.0560239872856704	350	HIS
ENSG00000030419.12	IKZF2	-0.0560225164402651	500	HIS
ENSG00000087470.13	DNM1L	-0.0560114782231113	500	HIS
ENSG00000157734.9	SNX22	-0.0559640665758098	450	HIS
ENSG00000196844.4	PATE2	-0.0559317075439059	350	HIS
ENSG00000108671.5	PSMD11	-0.0559209309107014	400	HIS
ENSG00000115421.8	PAPOLG	-0.0559135993875089	50	HIS
ENSG00000020129.11	NCDN	-0.0559076354545276	400	HIS
ENSG00000144218.13	AFF3	-0.0559069390867394	500	HIS
ENSG00000133027.13	PEMT	-0.0559051139397841	200	HIS
ENSG00000090263.11	MRPS33	-0.0559034962238508	100	HIS
ENSG00000115657.8	ABCB6	-0.0558855883097382	50	HIS
